timestamp,symbol,direction,size,engine_source,confidence,regime_label,pair_id,mode
2019-02-15T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-15T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-15T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-18T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-18T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-18T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-18T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-18T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-19T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-19T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-19T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-19T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-19T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-20T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-20T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-20T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-20T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-20T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-21T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-21T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-21T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-21T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-21T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-22T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-22T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-22T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-22T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-22T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-25T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-25T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-25T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-25T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-25T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-26T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-26T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-26T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-26T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,hybrid
2019-02-26T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,hybrid
