entry_timestamp,exit_timestamp,symbol,engine_source,entry_regime,exit_regime,pair_id,entry_price,exit_price,entry_weight,entry_regime_prob_trend,entry_regime_prob_chop,entry_regime_prob_risk_off,close_reason,pnl,mode
2019-01-30T00:00:00+00:00,2019-01-31T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.85730307889983,148.28285843144405,-0.6,0.5029940572329711,0.4920905071684933,0.0049154355985465865,signal_flip_or_flat,-0.0017774823484255258,hybrid
2019-01-30T00:00:00+00:00,2019-01-31T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,148.3208579070073,148.26307250743594,-0.6,0.5029940572329711,0.4920905071684933,0.0049154355985465865,signal_flip_or_flat,0.00024060680793107331,hybrid
2019-01-30T00:00:00+00:00,2019-01-31T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,149.59125897236615,150.20964529477826,-0.6,0.5029940572329711,0.4920905071684933,0.0049154355985465865,signal_flip_or_flat,-0.002552969801062959,hybrid
2019-02-01T00:00:00+00:00,2019-02-04T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.35841948321513,147.1811434257234,-1.0,0.5000047942703724,0.49102200443621735,0.008973201293398278,signal_flip_or_flat,0.001228310513073195,hybrid
2019-02-01T00:00:00+00:00,2019-02-04T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,147.3313222840923,146.62079732288305,-1.0,0.5000047942703724,0.49102200443621735,0.008973201293398278,signal_flip_or_flat,0.00492399147098059,hybrid
2019-02-01T00:00:00+00:00,2019-02-04T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,150.04538482628507,149.52445698164686,-1.0,0.5000047942703724,0.49102200443621735,0.008973201293398278,signal_flip_or_flat,0.0035447692471456188,hybrid
2019-02-05T00:00:00+00:00,2019-02-06T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.712356357578,148.06858465169267,-1.0,0.4975431368700198,0.4891316512645481,0.0133252118654329,signal_flip_or_flat,-0.0024827245885987994,hybrid
2019-02-05T00:00:00+00:00,2019-02-06T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,147.05229963666199,147.08102980583823,-1.0,0.4975431368700198,0.4891316512645481,0.0133252118654329,signal_flip_or_flat,-0.00020113299627428746,hybrid
2019-02-05T00:00:00+00:00,2019-02-06T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,149.411997305263,149.2791910035582,-1.0,0.4975431368700198,0.4891316512645481,0.0133252118654329,signal_flip_or_flat,0.000915061265560636,hybrid
2019-02-07T00:00:00+00:00,2019-02-08T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.62475337144892,146.61265321640656,-1.0,0.4951717957835018,0.48751579643364606,0.017312407782857104,signal_flip_or_flat,0.007037414517290512,hybrid
2019-02-07T00:00:00+00:00,2019-02-08T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,147.03806167477362,147.01078149822303,-1.0,0.4951717957835018,0.48751579643364606,0.017312407782857104,signal_flip_or_flat,0.00019044353485116826,hybrid
2019-02-07T00:00:00+00:00,2019-02-08T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,149.0493497417528,148.8565854016839,-1.0,0.4951717957835018,0.48751579643364606,0.017312407782857104,signal_flip_or_flat,0.001327533338584632,hybrid
2019-02-11T00:00:00+00:00,2019-02-14T00:00:00+00:00,GBPUSD,trend,TREND,TREND,,146.60366089224436,146.31410387722786,-1.0,0.601726996217355,0.38049011175808045,0.017782892024561993,signal_flip_or_flat,0.002041839089853952,hybrid
2019-02-11T00:00:00+00:00,2019-02-14T00:00:00+00:00,USDCAD,trend,TREND,TREND,,146.97249273195192,146.28418211466598,-1.0,0.601726996217355,0.38049011175808045,0.017782892024561993,signal_flip_or_flat,0.004841507922643167,hybrid
2019-02-19T00:00:00+00:00,2019-02-20T00:00:00+00:00,USDCAD,trend,TREND,TREND,,147.3343231255205,147.48335687628804,-1.0,0.737502164491103,0.23507376153707218,0.027424073971816874,signal_flip_or_flat,-0.00104833024069491,hybrid
2019-02-18T00:00:00+00:00,2019-02-25T00:00:00+00:00,USDJPY,trend,TREND,TREND,,148.79689972803112,148.52115399931898,1.0,0.7357429916201921,0.23668409699849344,0.02757291138131768,signal_flip_or_flat,-0.0019262112345715145,hybrid
2019-02-25T00:00:00+00:00,2019-02-26T00:00:00+00:00,USDCAD,trend,TREND,TREND,,147.25982216374038,146.5349968110935,-1.0,0.4476417451042447,0.14568251803270796,0.4066757368630569,signal_flip_or_flat,0.005023191751231012,hybrid
2019-02-20T00:00:00+00:00,2019-02-27T00:00:00+00:00,EURUSD,trend,TREND,RISK_OFF,,139.52670840355006,138.79907649679026,1.0,0.7405677019305982,0.23845827055654437,0.020974027512851268,signal_flip_or_flat,-0.0053665381224070096,hybrid
2019-02-18T00:00:00+00:00,2019-02-27T00:00:00+00:00,GBPUSD,trend,TREND,RISK_OFF,,147.19471354288888,149.23072165690573,-1.0,0.7357429916201921,0.23668409699849344,0.02757291138131768,signal_flip_or_flat,-0.014377265468412156,hybrid
2019-02-26T00:00:00+00:00,2019-02-27T00:00:00+00:00,USDJPY,trend,TREND,RISK_OFF,,147.93549188013762,148.22098586151625,1.0,0.22643896338008881,0.07368781532425286,0.6998732212956621,signal_flip_or_flat,0.0019822058074498807,hybrid
